id,user_id,content,image_url,state,scheduled_datetime,created_at,updated_at
1122eec9-63f9-45a7-baac-4a1b18202b29,ef437f47-040e-410b-a1b9-84004b850c8f,"🎯 ¿Y si la IA te ayudara a encontrar tu próximo trabajo soñado?
Acabo de probar Career Dreamer para ver si necesito un cambio de carrera y ... ¡mejor os lo enseño! 🤯
¿Sabías que en promedio cambiaremos de trabajo 12 veces en nuestra vida? Y si eres Gen Z, agárrate: ¡18 trabajos en 6 carreras diferentes!
Pero Google ha pensado: ""¿Y si hacemos esto más fácil?"" 👇

🤖 ¿Qué hace diferente a Career Dreamer?
No es el típico portal de empleo
Analiza tus experiencias, habilidades e intereses con IA
Te muestra carreras profesionales que ni sabías que existían pero que encajan con tus habilidades
Te ayuda a crear un ""storytelling"" profesional coherente

💡 Lo más interesante:
Te ayuda a crear un ""statement"" profesional para tu CV
Detecta patrones en tu experiencia que tú no ves
Te sugiere nuevas direcciones profesionales basadas en tus skills actuales
Usa Gemini (la IA de Google) para pulir tu CV y carta de presentación

⚠️ Ojo, que hay un pero: por ahora solo está disponible en USA como experimento. Peeeeero no es nada que una VPN no pueda arreglar 😋

Lo que más me flipa es cómo puede ayudar a perfiles ""no tradicionales"". ¿Cuántas veces has pensado que tu experiencia es ""rara"" o ""poco lineal""? Pues esta herramienta te ayuda a ver el valor oculto en tu trayectoria 💪

En mi caso, la verdad es que me dice básicamente que me quede como estoy 😂😂 
NO VALGO PA NA

¡Me ha parecido parece un uso interesante de la IA Generativa! 🚀",,planificado,2025-02-20 07:00:00+00,2025-02-20 05:31:30.538177+00,2025-02-20 05:31:35.07928+00
1125af11-ecd0-40d9-bd83-80b2de06d230,ef437f47-040e-410b-a1b9-84004b850c8f,"Hace un año la IA más lista tenía un coeficiente intelectual de
Hoy tiene 136
https://x.com/kimmonismus/status/1914002394859622587
",,planificado,2025-04-22 22:00:00+00,2025-04-21 12:22:44.598217+00,2025-04-23 06:09:26.064715+00
11b11e1c-cdb1-40b1-842b-ef767c049edf,ef437f47-040e-410b-a1b9-84004b850c8f,"Personalizar cómo escribe correos copilot:

https://www.linkedin.com/posts/jmcaffa_copilot-m365copilot-profesionalaumentado-activity-7327255513778282496-s3Nf/

https://m365.cloud.microsoft/chat/?fromCode=cmcv2&redirectId=E4EADA3F93AC4249BBB702FCA7D753AF&internalredirect=CCM&auth=2",,borrador,,2025-06-28 05:25:22.54188+00,2025-06-28 05:25:22.54188+00
127f089f-089e-4e5d-8f57-e68f87045d49,ef437f47-040e-410b-a1b9-84004b850c8f,"https://www.gartner.com/en/newsroom/press-releases/2025-08-05-gartner-hype-cycle-identifies-top-ai-innovations-in-2025
El Hype Cycle de Gartner para IA 2025 lleva 6 meses rulando se me había pasado 🤦‍♂️ 
Ojo que hay cositas:

🔥 1) La AGI y la IA Causal siguen… exactamente donde estaban hace 2 años
Y es lógico: no sabemos cómo crearlas técnicamente (ni siquiera nos ponemos de acuerdo en qué son, hay quien dice que ya estamos 🤣).
Mucho ruido, muchos papers, pero cero cambio en su “madurez”.
El equivalente tech a ese amigo que lleva 3 años diciendo que “va a empezar a comer bien este año”.

📉 2) IA Generativa, Modelos fundacionales y Datos sintéticos entran en fase de desilusión
Tiene todo el sentido: Esto no va de jugar con modelos, va de ponerlos en producción sin que te rompan permisos, alucinen o te generen un marrón legal.
Las empresas ya se han cansado del PowerPoint, ahora quieren ROI.

🚀 3) Los Agentes de IA están en pleno pico de hype
Y ojo, merecidamente.
Los agentes son el puente entre los modelos y procesos reales.
Pero también son el origen de muchísimas expectativas irreales tipo: le enchufo todos mis datos de la empresa y que me haga un plan estratégico a 3 años.
Spoiler: no se puede (aún).

Lo que viene y es realmente prometedor:
🧠 World Models
Me sorprende que casi nadie hable de esto fuera del mundo técnico.
Si los LLM entienden texto, los world models entienden el mundo.
Cuando esto madure, los agentes pasarán de “workflow con esteroides” a razonadores contextuales.

🛡️ Plataformas de gobierno IA
Aquí seguimos cojos.
Y sin gobernanza no hay escalabilidad, no hay seguridad y no hay negocio.
2026 va a ser (o debería ser) el año en el que las empresas establezcan por fin su stack de gobierno IA:
controles, permisos, auditoría, versionado, trazabilidad, TRiSM… todo lo que hoy casi nadie tiene.


En resumen:
menos juguetes y más infra + gobernanza + negocio real.",,planificado,2025-12-10 23:00:00+00,2025-12-08 06:34:16.670447+00,2025-12-11 04:36:20.062627+00
142a280c-b317-4882-8883-6ee5678e624a,ef437f47-040e-410b-a1b9-84004b850c8f,"A veces, la simplicidad es la clave.  Otras... no tanto 😂

Este post en sí mismo podría ser un ejemplo perfecto. La idea inicial era simple (y un poco absurda, lo reconozco 😅),  pero me ha hecho pensar en cómo a menudo nos complicamos la vida buscando la publicación perfecta.

¿Realmente necesitamos una superproducción para conectar con nuestra audiencia? 🤔

Quizás la clave esté en ser auténticos y decir lo que pensamos, aunque sea una simple frase como ""esto sería un mal post, salvo porque es la leche"".  Eso sí,  aplicando un poco de estrategia,  podemos amplificarlo 😉

¿Qué opináis? ¿Os ha pasado alguna vez que un post sencillo ha tenido más éxito que otros súper elaborados? ¡Contadme vuestras experiencias! 👇

#autenticidad #engagement #marketingdigital #linkedin
",,eliminado,,2025-03-04 20:00:31.348698+00,2025-03-05 05:00:19.061534+00
15ebf728-cbf5-4f55-beeb-90da1d66fe4e,ef437f47-040e-410b-a1b9-84004b850c8f,"Un enfoque particularmente eficaz que he observado es lo que llamo el ""sándwich de IA"": el juicio humano en ambos extremos, con la IA haciendo el trabajo pesado en el medio. Un equipo de contenido puede tener humanos que decidan sobre qué escribir y editen el producto final mientras se utiliza la IA para generar los borradores iniciales. Esto preserva la creatividad y el juicio humanos al tiempo que aumenta drásticamente la productividad.",,borrador,,2025-02-22 07:12:51.85364+00,2025-02-22 07:12:51.85364+00
1c0f697e-5572-43e6-8d9d-e9d8e112b8a1,ef437f47-040e-410b-a1b9-84004b850c8f,Compartir webinars,,planificado,2026-01-29 23:00:00+00,2026-01-29 17:44:23.425901+00,2026-01-29 17:44:23.425901+00
1c7ebd20-c91a-4267-beb5-4ae910e728f0,ef437f47-040e-410b-a1b9-84004b850c8f,"La diferencia entre modelo y aplicación:
https://gemini.google.com/app/4c9774ea7dae7953
https://aistudio.google.com/prompts/1UMjA62Os22V21rUczvVD_1xFoa3bPpRA",,borrador,,2024-12-29 19:28:23.731583+00,2024-12-29 19:28:23.731583+00
1ce76cc0-561f-4644-95b0-8693a5aeced8,ef437f47-040e-410b-a1b9-84004b850c8f,"Imagen 56
¿Quieres impacto real o fuegos artificiales?
Conseguir pasar de que la IA haga ""cosas graciosas"" a ""cosas útiles"" es un paso clave en el proceso de adopción.

El brillo de lo superficial nos hace gastar energía - y dinero - en casos de uso de ""postureo"" que no ahorran ni un euro ni ganan un cliente real.

Si tu estrategia de IA se parece a esta piscina, deberías preguntarte:
¿Estamos resolviendo un problema o alimentando un ego?

Si la IA no libera tiempo de ""picar piedra"" operativa, no es innovación, es distracción.",,planificado,2026-03-02 23:00:00+00,2026-02-05 05:28:37.922529+00,2026-02-22 16:37:39.482934+00
1ceb4da6-811d-4bdf-aebe-d932cdf127c5,ef437f47-040e-410b-a1b9-84004b850c8f,Guía básica sobre las claves para preparar tus datos para proyectos de IA Generativa,,eliminado,2025-01-29 07:00:00+00,2025-01-21 04:55:09.416293+00,2025-01-21 04:57:41.952675+00
1ece1c8c-34f4-41af-9e4e-513197bdf08b,ef437f47-040e-410b-a1b9-84004b850c8f,"Si quieres triunfar con la IA, olvídate del ""háztelo mirar"" 😂  (y no seas como Drake 😉)

Uno de los mayores fails en proyectos de IA (generativa o no) es la CALIDAD del dato. 

Meterle un PDF a ChatGPT mola, pero no funciona a gran escala. En proyectos serios, con datos a cascoporro, necesitas un buen Gobierno y Calidad del Dato.  Piensa en datos:

👉 Únicos
👉 Buenos
👉 Seguros
👉 Completos
👉 Accesibles

¿Cómo lo haces tú? ¿Qué trucos tienes para mantener tus datos impecables? 🤔

En unos días os cuento más sobre esto.  Mientras tanto... ¡a compartir experiencias! 🚀 #IA #IAGenerativa #Datos #CalidadDeDatos #GobiernoDelDato #BigData #TransformaciónDigital
",,eliminado,,2025-01-21 04:50:29.950232+00,2025-01-21 04:55:25.334066+00
1fc9de8e-9d60-48cb-a657-ca1f9ecc7298,ef437f47-040e-410b-a1b9-84004b850c8f,"¿Sabes qué es más peligroso que un hacker experto? ¡Un usuario sin concienciar con acceso a todo! 🔓
Ese que piensa ""total, por una vez que use mi contraseña personal..."" mientras accede a todas las apps de la empresa desde su móvil sin actualizar desde 2022 😅
La realidad es brutal: El 65% de los trabajadores se salta las medidas de seguridad de su empresa. Y no, no es por maldad... ¡es por ""hacer las cosas más fáciles""!
Algunos clásicos que hemos hecho todos 👇
🚨 ""Es que si uso una contraseña diferente para cada cosa, ¡no me acuerdo!"" (49% reutiliza contraseñas)
🚨 ""Te paso mi usuario que estoy de vacaciones"" (30% comparte credenciales)
🚨 ""¿Actualizar el antivirus? Eso puede esperar..."" (36% lo retrasa)
🚨 ""Mi móvil personal es más cómodo para trabajar"" (80% accede desde dispositivos sin control)
¿Por qué lo hacemos? 🤔
1️⃣ La productividad siempre gana a la seguridad
2️⃣ No vemos el riesgo real (""a mí no me va a pasar"")
3️⃣ Las medidas de seguridad nos parecen un estorbo
Lo gracioso es que mientras un hacker necesita años de experiencia para atacarnos... ¡nosotros solitos dejamos la puerta abierta de par en par!
¿Te has saltado alguna vez una medida de seguridad ""porque no pasaba nada""? Confiesa, que el equipo de IT no lee LinkedIn 😂
#Ciberseguridad #SeguridadDigital #Tecnología",,borrador,,2025-01-11 10:07:33.586805+00,2025-01-31 04:28:06.365418+00
2036e8c3-3ed3-4ef0-bbc7-44e3658d5a8c,ef437f47-040e-410b-a1b9-84004b850c8f,"IMAGEN 23
¡Ojo al dato, amantes de la IA! 👀

¿Te cuento un secreto?  🤫 Perplexity es una herramienta BRUTAL para buscar información y hacer investigaciones, y ahora puedes conseguir Perplexity Pro GRATIS durante un año.

¿El truco?  Es una promo exclusiva para clientes de Movistar. 😉

¿Por qué te interesa Perplexity?

* **Búsqueda online:**  Lleva 2 años siendo TOP en búsquedas con IA.
* **Spaces:** Sube archivos y fuentes, similar a los GPTs.  ¡Organización al poder! 💪
* **Deep Research:** Crea informes avanzados basados en la investigación de múltiples fuentes online.  ¡Adiós a las horas perdidas buscando! 🎉
* **Múltiples Modelos:**  Usa varios modelos, incluyendo Deepseek R1 de forma segura (alojado en USA).

¿Ya lo has probado? ¿Qué te parece? 🤔  Cuéntame tu experiencia en los comentarios. 👇

¡Aprovecha esta oportunidad! 🚀  Consulta la promo aquí: [https://www.movistar.es/mas-servicios/perplexity/](https://www.movistar.es/mas-servicios/perplexity/)


#IA #InteligenciaArtificial #Perplexity #Búsqueda #Investigación #Movistar #Promo #Tecnología #Deepseek #GPTs


",,planificado,2025-02-18 07:00:00+00,2025-02-18 04:33:07.173494+00,2025-02-18 04:34:01.402549+00
29ef6a60-57ae-4a7d-8ebb-7cb32329c184,ef437f47-040e-410b-a1b9-84004b850c8f,"Análisis de la canción ""Amor al arte"" de Drexler. ""No confundas precio con valor""",,borrador,,2025-02-12 17:08:57.419266+00,2025-02-12 17:08:57.419266+00
2bb1ce30-f96e-4760-b211-00d59723230a,ef437f47-040e-410b-a1b9-84004b850c8f,Agentes: https://www.anthropic.com/research/building-effective-agents,,borrador,,2025-02-10 05:01:57.570486+00,2025-02-10 05:01:57.570486+00
2c07f324-2785-40ee-beca-b206a30ae10c,ef437f47-040e-410b-a1b9-84004b850c8f,"Esta es la definición gráfica de exponencial (y un par de reflexiones)
Hace 2 años la IA estaba entre los 1.000.000 mejores programadores
Lo siguiente fue una IA en el top 10.000
O3 (salida del horno hace un par de meses) es el top 175
Lo que OpenAI tiene ahora internamente está en el top 50 y creen que llegarán al top 1 este año.

Reflexión 1 -> Esto va a toda mecha. Se basa en un benchmark de programación (sabemos que tenemos que revisar lo de los benchmarks), pero aplica a prácticamente todos los dominios de inteligencia

Reflexión 2 -> Que avancemos en programación no es moco de pavo. Si somos capaces de programar mejor y más rápido, todo esto puede avanzar a un ritmo aún más acelerado 🚀 Ejemplo de esto es que Deepseek optimizó x2 su rendimiento con un código generado en el 98% por el propio Deepseek 🤯

https://pbs.twimg.com/media/GjXUetMXYAAYyjP?format=jpg&name=small",,eliminado,,2025-02-10 05:21:45.71076+00,2025-02-28 06:44:50.923665+00
2d467722-49ff-4993-99a8-e83ee3486878,ef437f47-040e-410b-a1b9-84004b850c8f,"""Si no paro de hacer cosas, ¿por qué no tengo resultados?""
Hay dos conceptos que se suelen confundir: Movimiento y Velocidad.
La diferencia es sutil, pero 𝐬𝐢𝐧 𝐕𝐞𝐥𝐨𝐜𝐢𝐝𝐚𝐝 𝐧𝐨 𝐡𝐚𝐲 𝐫𝐞𝐬𝐮𝐥𝐭𝐚𝐝𝐨𝐬.

𝐌𝐨𝐯𝐢𝐦𝐢𝐞𝐧𝐭𝐨 es hacer cosas. Esa sensación de ""no paro ni un segundo"".
10 reuniones al día.
200 correos leídos, 60 respondidos.
Llamadas, teams, whatsapps.
4 o 5 powerpoints hechos.

Acaba el día, miras tus datos (sea cual sea tu objetivo) y la aguja no ha avanzado ni un milímetro. 
Te has movido mucho, pero terminas el día en la misma baldosa que lo empezaste.

¿Qué ha fallado?
Te faltaba una dirección hacia la que moverte.

Eso es la 𝐕𝐞𝐥𝐨𝐜𝐢𝐝𝐚𝐝 - que no la rapidez.
Movimiento, pero con una dirección clara.

Saber hacia dónde ir te ayuda a saber hacia dónde NO ir.
A qué cosas decir que no y en cuáles dedicar más tiempo.

Igual tu movimiento es más lento y dejas de parecer tan ocupado - recordemos que estar ocupado es lo más guay.
Pero si reduces movimiento y marcas el rumbo, empiezas a moverte hacia el objetivo.
Y ahí vienen los resultados. 

¿Te mueves o avanzas?
",,planificado,2026-02-15 23:00:00+00,2025-12-10 05:44:48.35798+00,2026-02-16 04:54:02.119733+00
2dbe540b-0215-4102-a335-35534bd655ea,ef437f47-040e-410b-a1b9-84004b850c8f,"¿Es necesario contratar a alguien que lidere la IA? 
NO! Ya me lo han dicho por lo menos 4 o 5 clientes: ""Deberíamos contratar a alguien que lidere la IA en la casa"". 
ERROR. Es una tecnología más. Tenemos que entender qué es capaz de hacer y gestionar su despliegue, pero no es necesario tener a alguien 100% dedicado. ",,borrador,,2025-02-21 04:50:44.024812+00,2025-02-21 04:50:44.024812+00
30d075d5-f10c-4c29-9849-b5183fd64ff0,ef437f47-040e-410b-a1b9-84004b850c8f,Artículo. 100 días con IA,,planificado,2026-02-22 23:00:00+00,2026-02-16 04:32:45.450207+00,2026-02-22 16:37:08.688436+00
35992e16-0511-4655-89ff-1d0ddfff96d8,ef437f47-040e-410b-a1b9-84004b850c8f,"Tu sentido de urgencia no altera mi ritmo.

La transformación digital no es una carrera contra la tecnología, es un viaje con las personas. Y seamos honestos… las personas no cambian a la velocidad de una actualización de software. Se mueven a la velocidad de la costumbre, la comodidad y la comprensión, que a veces es glacial, por no decir directamente perezosa.

Se puede implementar IA, automatización o cualquier otra solución digital de la noche a la mañana. ¿Pero cambiar la forma en que las personas trabajan? Eso requiere 𝐭𝐫𝐮𝐬𝐭, 𝐭𝐫𝐚𝐢𝐧𝐢𝐧𝐠 y 𝐭𝐢𝐦𝐞.

𝐓𝐡𝐢𝐧𝐤 𝐨𝐟 𝐚 𝐬𝐥𝐨𝐭𝐡:
• No se mueve a menos que tenga una razón.
• Se aferra a lo familiar.
• Se adapta… pero muy, muy lentamente.

¿Te suena? Así es la transformación digital en la mayoría de las empresas.

El problema no es que la tecnología se quede atrás. Son las personas que no ven la razón para abandonar la antigua rama. Y si no les ayudas, se aferrarán a lo familiar, viendo cómo el mundo se transforma a su alrededor, pero sin dar el salto.

Así que, si tu empresa está implementando una gran transformación, pregúntate:
• ¿Hemos logrado que las personas cambien de forma segura?
• ¿Hemos comunicado el PORQUÉ con la misma claridad que el CÓMO?
• ¿Estamos creando urgencia o simplemente les estamos imponiendo la tecnología?

Porque al final, la tecnología siempre estará lista. La verdadera pregunta es: ¿lo estará tu gente?

Transformation doesnt happen when technology is ready. It happens when people are ready",,borrador,,2025-03-30 10:30:30.323063+00,2025-03-30 10:30:30.323063+00
